192.002	149.456
192.002	174.726
165.591	2.34592
173.579	45.1551
173.579	74.7014
173.579	68.2513
173.579	44.0119
132.575	33.7808
132.575	91.7198
103.732	33.41
103.732	8.77995
103.732	17.3636
103.732	6.74855
40.1353	12.8796
40.1353	14.1071
57.6048	53.7795
57.6048	3.97556
57.6048	40.0755
14.6301	12.1728
14.6301	8.56751
122.606	95.4009
122.606	63.9336
119.123	87.5502
119.123	29.9257
101.254	44.1298
101.254	23.002
115.218	98.768
115.218	42.3059
93.2635	70.0487
93.2635	88.8906
45.9086	12.6994
23.4737	19.3078
23.4737	15.9542
135.318	2.92349
153.895	5.9383
153.895	28.7159
153.895	119.395
142.911	129.372
142.911	117.273
87.3349	5.68591
87.3349	57.0085
35.2346	5.24776
35.2346	22.3136
78.5906	8.73917
78.5906	69.1672
127.134	2.06211
127.134	97.099
11.859	3.69912
11.859	4.30495
195.905	171.858
195.905	79.8338
176.156	3.52805
176.156	4.82101
112.486	65.4043
50.051	35.4103
50.051	10.5466
117.254	79.1678
117.254	56.637
78.4128	12.5316
78.4128	55.6686
123.439	57.2893
123.439	116.93
5.57374	2.43212
38.6623	2.95283
38.6623	2.98655
172.458	58.0289
172.458	121.117
156.784	62.6739
156.784	142.006
17.339	16.2811
17.339	2.0391
62.8988	35.0772
62.8988	60.2104
61.8085	38.6497
61.8085	19.4628
195.225	164.388
195.225	99.9005
16.4167	2.68854
16.4167	4.45732
28.5036	14.1362
25.494	12.577
25.494	7.53978
75.6695	41.754
75.6695	34.6186
133.734	64.6847
76.5518	34.4673
65.8512	25.8001
65.8512	53.801
31.7009	11.3645
31.7009	14.6231
98.2162	16.2262
98.2162	62.2643
107.466	50.1652
107.466	99.955
95.5226	60.2826
95.5226	37.207
92.2434	44.534
157.559	116.782
157.559	120.057
53.1687	42.0212
53.1687	38.2466
134.468	65.2337
134.468	57.916
17.8865	8.22886
17.8865	4.79087
17.8865	2.80627
180.04	88.5943
180.04	2.0797
180.04	16.2021
180.04	150.326
48.6228	7.93369
48.6228	30.2317
182.983	122.164
182.983	30.9899
135.87	116.876
135.87	92.6641
117.094	83.3368
117.094	86.1401
165.406	104.772
165.406	96.5542
179.226	151.684
179.226	122.45
109.838	106.534
109.838	33.8705
109.838	5.30186
99.072	47.2841
99.072	97.2896
137.887	125.24
137.887	103.671
41.1026	9.0188
41.1026	22.7853
68.1264	43.8055
68.1264	5.08531
52.1716	41.0148
52.1716	7.13677
52.1716	7.53472
52.141	3.40055
129.293	4.38736
172.988	123.795
172.988	81.2844
116.427	3.10868
91.299	50.4522
91.299	7.58711
91.299	80.469
53.8096	14.209
53.8096	24.2252
106.245	74.4458
106.245	47.8738
100.143	33.4192
48.9636	36.5201
48.9636	6.64099
13.1886	2.57468
182.834	35.0789
182.834	123.788
156.955	73.2993
138.955	89.2958
138.955	50.2433
112.567	23.176
112.567	42.4692
7.87684	5.18134
7.87684	4.52924
184.935	98.0056
184.935	57.3226
189.315	91.2033
189.315	73.4877
187.6	129.517
187.6	65.6523
148.159	76.7106
148.159	12.9133
11.5219	7.99396
169.426	168.338
