-0.895975	-0.785398
2.24562	2.35619
1.52354	1.4586
-1.12683	-1.0098
-1.12683	-1.2342
2.01476	1.9074
2.01476	2.1318
-0.563324	-0.560998
2.57827	2.58059
0.431582	0.336599
0.431582	0.560999
-2.71001	-2.80499
-2.71001	-2.58059
-0.665372	-0.560998
2.47622	2.35619
-1.57432	-1.683
1.56727	1.683
1.56727	1.4586
-2.35494	-2.35619
0.786654	0.785398
-0.983745	-1.0098
2.15785	2.1318
2.73168	2.80499
-0.409915	-0.336599
-1.1868	-1.2342
1.95479	1.9074
0.383657	0.336599
-2.75794	-2.80499
-2.53798	-2.58059
0.603613	0.560999
1.99863	1.9074
-0.211302	-0.336599
2.93029	3.02939
0.361638	0.336599
-2.43107	-2.58059
-2.43107	-2.35619
0.710523	0.785398
2.0291	2.1318
-1.1125	-1.0098
-1.25364	-1.2342
1.88795	1.9074
1.61152	1.683
-1.53007	-1.4586
-0.576905	-0.560998
2.56469	2.58059
-2.03575	-1.9074
-2.03575	-2.13179
-1.27448	-1.4586
1.86711	1.9074
-1.20376	-1.2342
1.93784	1.9074
1.10162	1.0098
-2.03997	-2.13179
0.610883	0.560999
-2.93292	-3.02939
0.208671	0.336599
0.12024	0.1122
-3.02135	-3.02939
-2.24706	-2.35619
0.894534	1.0098
1.74327	1.683
-1.39832	-1.4586
0.493406	0.560999
2.00577	2.1318
-1.13582	-1.2342
-2.28745	-2.35619
0.854147	0.785398
-2.28649	-2.35619
0.855105	0.785398
-2.60651	-2.58059
0.535087	0.560999
2.83971	2.80499
-0.301887	-0.336599
0.376101	0.336599
-2.76549	-2.80499
-1.26767	-1.2342
1.87392	1.9074
0.759867	0.785398
-2.38173	-2.35619
-1.61111	-1.683
-1.94977	-1.9074
1.19183	1.2342
-1.97873	-1.9074
1.16286	1.2342
0.719941	0.785398
1.21078	1.2342
-0.323705	-0.336599
2.81789	2.80499
-2.19377	-2.35619
0.947822	1.0098
0.0609016	0.1122
-3.08069	-3.02939
2.31974	2.35619
-0.82185	-0.785398
0.915289	1.0098
-2.2263	-2.13179
-1.5424	-1.4586
1.36926	1.4586
-1.77234	-1.683
3.08232	3.02939
-0.0592706	-0.1122
-0.767388	-1.0098
2.3742	2.35619
1.62543	1.683
-1.51617	-1.4586
-1.51617	-1.683
-1.12913	-1.2342
-1.12913	-1.0098
2.01246	2.1318
2.01246	1.9074
-0.528854	-0.560998
2.61274	2.58059
0.615732	0.560999
-2.52586	-2.58059
-1.50492	-1.4586
1.63668	1.683
2.45582	2.35619
-0.685772	-0.560998
-2.69701	-2.80499
0.444581	0.336599
-1.21387	-1.2342
1.92773	1.9074
-1.00336	-1.0098
2.13824	2.1318
2.13824	2.35619
0.945676	1.0098
-2.19592	-2.13179
0.535297	0.560999
-2.6063	-2.58059
-0.297606	-0.336599
2.84399	2.80499
-1.99644	-1.9074
1.14515	1.2342
0.231402	0.336599
-2.91019	-3.02939
-2.91019	-2.80499
1.39235	1.4586
1.42292	1.4586
-2.8844	-2.80499
0.257194	0.1122
-2.5673	-2.35619
-2.23604	-2.13179
-2.23604	-2.35619
0.905557	1.0098
-2.33588	-2.35619
0.805713	0.785398
1.28247	1.2342
-1.85912	-1.9074
1.94688	1.9074
-0.249389	-0.336599
2.8922	3.02939
0.926715	1.0098
1.31684	1.2342
-1.82475	-1.9074
-1.94635	-1.9074
-2.47227	-2.58059
0.669326	0.785398
-1.51107	-1.4586
1.63052	1.683
3.00158	3.02939
-0.140012	-0.1122
-0.334687	-0.336599
2.80691	2.80499
0.315997	0.336599
-2.8256	-2.80499
1.7884	1.683
-1.35319	-1.2342
-2.85126	-2.80499
0.290332	0.336599
-2.49911	-2.35619
-0.546221	-0.560998
2.59537	2.58059
0.607411	0.560999
-2.53418	-2.58059
-1.85799	-1.9074
1.28361	1.2342
-2.15945	-2.13179
0.982139	1.0098
-1.78239	-1.683
1.3592	1.4586
-1.75062	-1.683
1.39098	1.4586
-0.192132	-0.1122
2.94946	3.02939
2.82256	2.80499
-0.319032	-0.336599
1.69115	1.683
-1.45044	-1.4586
-1.17422	-1.2342
-1.17422	-1.0098
1.96737	1.9074
-2.38237	-2.35619
0.759221	0.785398
0.718164	0.560999
-2.42343	-2.35619
1.13075	1.0098
-2.01084	-1.9074
-0.50847	-0.560998
2.63312	2.58059
1.58155	1.683
-1.56004	-1.4586
1.01734	1.0098
-1.1967	-1.2342
1.94489	1.9074
-2.50541	-2.58059
0.636178	0.560999
0.450277	0.336599
-2.69132	-2.80499
-0.0901955	-0.1122
3.0514	3.02939
0.467974	0.560999
-2.67362	-2.58059
-2.4861	-2.35619
-2.4861	-2.58059
0.655495	0.560999
-2.26441	-2.35619
0.877181	0.785398
-2.49159	-2.58059
-2.49159	-2.35619
0.650003	0.785398
0.87802	0.785398
-2.26357	-2.35619
-1.37389	-1.4586
1.7677	1.9074
-2.01388	-1.9074
1.12771	1.2342
-2.39404	-2.35619
0.747551	0.785398
-2.23805	-2.13179
0.903546	1.0098
1.6011	1.683
-1.54049	-1.4586
1.70904	1.683
-1.43255	-1.4586
0.186369	0.1122
-2.95522	-3.02939
-2.79828	-2.80499
0.343314	0.336599
-0.166729	-0.1122
2.97486	3.02939
0.962139	0.785398
-2.17945	-2.13179
1.55395	1.683
1.55395	1.4586
-1.58765	-1.683
-0.546509	-0.560998
2.59508	2.58059
2.11088	2.1318
-1.03071	-1.0098
-0.791412	-0.785398
2.35018	2.35619
-2.22717	-2.13179
1.49173	1.4586
-1.64987	-1.683
2.9396	2.80499
-0.20199	-0.1122
-0.0599855	-0.1122
3.08161	3.02939
-1.12259	-1.0098
-1.12259	-1.2342
2.019	1.9074
2.019	2.1318
-1.99955	-1.9074
1.14205	1.0098
1.14205	1.2342
-0.376011	-0.336599
-0.132583	-0.1122
3.00901	3.02939
-1.45858	-1.4586
1.68301	1.683
1.1222	1.2342
-2.0194	-2.13179
0.276008	0.1122
-2.86558	-2.80499
-1.66452	-1.683
1.47707	1.4586
-2.62365	-2.58059
0.51794	0.336599
2.53875	2.58059
-0.602847	-0.560998
0.847212	0.785398
-2.29438	-2.35619
1.14193	1.2342
-1.99966	-2.13179
-1.99966	-1.9074
-2.92031	-2.80499
0.221279	0.1122
-2.51945	-2.58059
0.622145	0.785398
-2.70009	-2.58059
-1.31025	-1.2342
1.83134	1.9074
1.75724	1.683
0.130318	0.1122
-3.01128	-3.02939
-1.73528	-1.683
1.40631	1.4586
-2.82522	-2.80499
0.316369	0.336599
2.72523	2.80499
-0.416359	-0.336599
-1.96994	-1.9074
1.17165	1.2342
1.17165	1.0098
-2.14485	-2.13179
0.99674	1.0098
1.24098	1.2342
1.35601	1.4586
-1.78558	-1.683
0.637313	0.560999
-2.50428	-2.58059
-0.951227	-1.0098
2.19037	2.1318
-2.97501	-2.80499
-2.97501	-3.02939
0.166584	0.1122
2.19269	2.1318
-0.948906	-1.0098
2.77788	2.80499
-0.363714	-0.336599
2.94541	3.02939
-0.196183	-0.1122
-0.710311	-0.785398
2.43128	2.35619
1.49426	1.4586
-1.64733	-1.683
0.46522	0.336599
-2.67637	-2.58059
-0.340621	-0.336599
2.80097	2.80499
2.87251	2.80499
-0.269084	-0.336599
2.54161	2.35619
0.223908	0.336599
-2.91768	-2.80499
-0.824335	-0.785398
-2.1878	-2.13179
0.953792	1.0098
-2.96757	-3.02939
0.174027	0.1122
2.21595	2.1318
2.21595	2.35619
-0.925647	-1.0098
-1.0142	-1.2342
-1.0142	-1.0098
2.12739	2.1318
-0.328482	-0.336599
2.81311	2.80499
2.33931	2.35619
-0.802284	-0.785398
2.58947	2.58059
-0.552126	-0.560998
-0.921736	-1.0098
2.21986	2.1318
-2.52936	-2.58059
0.612231	0.560999
-0.814922	-0.785398
2.32667	2.35619
1.2151	1.2342
-1.92649	-1.9074
-2.20159	-2.13179
0.940006	1.0098
-0.933647	-1.0098
2.20795	2.1318
1.87423	1.9074
-1.26736	-1.2342
